id,Y18
4994,30.553516
4995,30.557508
4996,31.048172
4997,30.528805
4998,29.853077
4999,30.093708
5000,30.008396
5001,29.992271
5002,29.864456
5003,29.845854
5004,29.704985
5005,29.17701
5006,29.201015
5007,29.087162
5008,28.587307
5009,28.183186
5010,27.909428
5011,27.628532
5012,27.22743
5013,26.933279
5014,26.64308
5015,26.438564
5016,26.165045
5017,25.61551
5018,25.094713
5019,24.69957
5020,24.399395
5021,24.05373
5022,23.854912
5023,24.091873
5024,23.679995
5025,23.401886
5026,24.058992
5027,23.807726
5028,23.31894
5029,24.074482
5030,23.402506
5031,23.800009
5032,23.120796
5033,23.906889
5034,22.977722
5035,23.010403
5036,22.623684
5037,22.48972
5038,22.18947
5039,21.543793
5040,21.713556
5041,22.243067
5042,21.946655
5043,22.22933
5044,21.52956
5045,21.125607
5046,21.082695
5047,21.866615
5048,21.854263
5049,21.798544
5050,22.690926
5051,22.545803
5052,22.274128
5053,21.795975
5054,21.856586
5055,21.56017
5056,21.066301
5057,20.84232
5058,20.356655
5059,20.545183
5060,20.576748
5061,20.550863
5062,20.572187
5063,20.239534
5064,19.859062
5065,19.93626
5066,19.80127
5067,19.615929
5068,19.342402
5069,18.91549
5070,18.8406
5071,18.751686
5072,19.011414
5073,19.118433
5074,19.274092
5075,19.235033
5076,19.17626
5077,19.427956
5078,20.106363
5079,21.070166
5080,21.75436
5081,22.680088
5082,23.834219
5083,24.683388
5084,25.483936
5085,26.309614
5086,26.577076
5087,27.432058
5088,27.479156
5089,28.55729
5090,28.690384
5091,29.887276
5092,30.912601
5093,31.3741
5094,32.491272
5095,33.214546
5096,33.771862
5097,34.270237
5098,34.336178
5099,33.74023
5100,33.55247
5101,34.412502
5102,34.690548
5103,33.93927
5104,35.32714
5105,35.64706
5106,35.95406
5107,36.84443
5108,36.881374
5109,36.88772
5110,37.057117
5111,37.08596
5112,37.337467
5113,38.758816
5114,39.37953
5115,38.119072
5116,37.480038
5117,36.105515
5118,36.428963
5119,37.246185
5120,36.749126
5121,37.192394
5122,36.60499
5123,36.959995
5124,36.446568
5125,36.30279
5126,36.68861
5127,36.26592
5128,36.338585
5129,36.662952
5130,36.426758
5131,36.31631
5132,36.664753
5133,36.296947
5134,36.811207
5135,35.131252
5136,34.962383
5137,35.17905
5138,34.828648
5139,34.395596
5140,33.823208
5141,34.074875
5142,33.21021
5143,32.94031
5144,32.908257
5145,32.583687
5146,32.640614
5147,32.267094
5148,31.680054
5149,31.000275
5150,30.616661
5151,31.428263
5152,30.22139
5153,30.164986
5154,29.452982
5155,29.232449
5156,28.739695
5157,28.422588
5158,27.85053
5159,27.648594
5160,27.163525
5161,27.172598
5162,26.980633
5163,26.711384
5164,26.729542
5165,26.892338
5166,27.422413
5167,25.788021
5168,26.164463
5169,25.886532
5170,25.658134
5171,25.801952
5172,25.469627
5173,25.402536
5174,25.969913
5175,25.213783
5176,25.127895
5177,25.404675
5178,25.148674
5179,24.723927
5180,24.501747
5181,24.087112
5182,23.948593
5183,23.5798
5184,23.074825
5185,24.632954
5186,23.338245
5187,24.401756
5188,23.496681
5189,22.681864
5190,22.400654
5191,23.062714
5192,23.041458
5193,22.831503
5194,22.881552
5195,22.477188
5196,22.902187
5197,23.248623
5198,23.435959
5199,23.215635
5200,22.817406
5201,23.34414
5202,22.49647
5203,22.196285
5204,21.849323
5205,21.513668
5206,21.92718
5207,21.967697
5208,21.92355
5209,21.474062
5210,20.853529
5211,20.99111
5212,20.894478
5213,20.659542
5214,20.982048
5215,21.201471
5216,21.252346
5217,21.280579
5218,21.277542
5219,21.054874
5220,21.750977
5221,22.171547
5222,22.162014
5223,21.91449
5224,22.206398
5225,22.368286
5226,22.895504
5227,23.015827
5228,23.773233
5229,24.034397
5230,24.808903
5231,24.722599
5232,24.957428
5233,25.09779
5234,25.108414
5235,25.787243
5236,25.554844
5237,26.16427
5238,25.63263
5239,24.717
5240,23.68924
5241,23.984612
5242,23.424479
5243,23.133335
5244,22.682098
5245,21.359537
5246,20.51648
5247,20.273352
5248,20.585335
5249,20.625067
5250,19.69177
5251,20.474663
5252,21.416443
5253,21.76418
5254,22.024632
5255,22.1874
5256,21.875412
5257,21.183117
5258,22.591593
5259,21.25019
5260,21.13152
5261,21.54301
5262,21.9233
5263,21.789202
5264,21.92057
5265,21.88882
5266,21.086046
5267,20.934313
5268,21.229717
5269,21.216476
5270,21.119259
5271,21.23698
5272,21.163616
5273,21.661682
5274,21.789206
5275,22.027176
5276,22.039295
5277,21.62442
5278,22.39871
5279,22.292038
5280,23.580133
5281,24.762272
5282,24.6862
5283,25.78793
5284,25.979477
5285,26.342552
5286,26.798954
5287,26.345425
5288,26.163708
5289,26.436708
5290,26.424839
5291,26.64371
5292,26.587936
5293,26.856758
5294,26.850449
5295,26.740181
5296,26.343372
5297,26.033417
5298,25.8642
5299,25.679668
5300,25.323156
5301,25.215397
5302,25.066233
5303,24.770742
5304,24.11277
5305,23.57837
5306,23.132217
5307,22.421173
5308,22.481693
5309,21.867298
5310,22.16914
5311,21.827621
5312,21.652445
5313,21.761799
5314,21.882774
5315,22.036308
5316,21.888351
5317,22.062197
5318,22.215248
5319,22.38628
5320,21.836998
5321,22.12866
5322,22.31955
5323,22.134796
5324,22.310898
5325,22.217512
5326,22.253548
5327,22.282143
5328,21.85196
5329,21.57919
5330,21.10162
5331,21.317692
5332,21.078665
5333,20.94297
5334,20.806145
5335,20.788145
5336,20.76387
5337,20.473522
5338,20.920586
5339,21.333458
5340,20.982224
5341,21.39117
5342,21.396862
5343,21.104643
5344,21.085443
5345,21.156422
5346,21.09941
5347,21.365662
5348,21.57269
5349,21.39796
5350,21.415419
5351,21.564713
5352,21.21503
5353,21.052383
5354,20.922375
5355,21.139774
5356,21.465034
5357,21.185997
5358,21.143618
5359,21.345747
5360,21.204353
5361,21.698635
5362,21.752237
5363,21.684998
5364,21.209183
5365,20.792542
5366,20.730415
5367,21.301401
5368,21.400412
5369,21.64958
5370,21.642975
5371,21.664799
5372,21.901632
5373,22.16348
5374,22.451523
5375,22.67602
5376,22.959599
5377,22.877672
5378,22.977379
5379,23.245628
5380,23.523876
5381,23.627787
5382,23.56003
5383,23.849628
5384,23.987408
5385,24.32403
5386,25.040215
5387,25.801743
5388,25.911863
5389,26.271885
5390,26.549957
5391,27.029356
5392,27.512836
5393,27.459705
5394,28.65954
5395,28.692997
5396,28.842495
5397,28.626957
5398,29.02131
5399,29.388275
5400,30.080824
5401,30.312643
5402,31.184023
5403,31.413452
5404,31.630657
5405,31.874268
5406,32.517925
5407,33.25431
5408,33.94033
5409,34.646584
5410,34.71816
5411,34.75015
5412,35.285454
5413,35.563595
5414,35.694263
5415,36.393246
5416,36.25074
5417,35.948986
5418,35.977623
5419,35.937756
5420,35.716805
5421,35.557217
5422,36.014553
5423,36.73047
5424,37.158432
5425,36.4166
5426,36.316723
5427,35.91335
5428,36.037224
5429,36.2038
5430,35.778545
5431,36.180557
5432,35.88133
5433,35.73837
5434,35.778156
5435,35.133484
5436,34.711296
5437,34.42033
5438,34.75726
5439,34.043766
5440,33.68104
5441,33.32362
5442,32.522137
5443,31.893171
5444,31.253311
5445,30.532446
5446,29.692184
5447,29.129385
5448,28.645554
5449,28.407469
5450,28.10093
5451,27.687752
5452,27.23637
5453,27.044403
5454,27.129017
5455,26.531971
5456,26.352535
5457,26.179964
5458,25.94796
5459,25.81591
5460,25.831469
5461,25.52878
5462,25.775707
5463,25.503147
5464,25.684423
5465,25.227417
5466,25.486015
5467,25.456944
5468,25.445553
5469,25.10986
5470,25.116602
5471,24.982418
5472,25.012936
5473,24.924828
5474,24.463982
5475,24.096075
5476,23.760279
5477,23.60981
5478,23.268799
5479,22.978035
5480,22.68431
5481,22.5579
5482,22.567425
5483,22.719053
5484,22.716896
5485,22.75342
5486,22.521141
5487,22.378778
5488,22.181513
5489,22.029648
5490,21.783098
5491,21.846796
5492,21.80814
5493,21.76875
5494,21.941687
5495,22.282944
5496,22.430637
5497,22.34291
5498,22.32859
5499,22.315975
5500,22.237368
5501,21.992935
5502,21.706596
5503,21.80829
5504,22.017548
5505,21.9038
5506,21.807587
5507,21.708231
5508,21.659927
5509,21.807756
5510,22.147007
5511,22.256828
5512,22.246513
5513,22.67487
5514,22.86188
5515,23.151836
5516,23.46416
5517,23.487055
5518,23.900536
5519,24.156752
5520,24.4037
5521,24.856007
5522,25.23434
5523,25.643635
5524,25.866741
5525,26.184023
5526,26.55151
5527,27.398632
5528,28.087742
5529,28.455196
5530,29.260864
5531,29.860937
5532,30.041538
5533,30.625763
5534,31.308569
5535,32.314213
5536,33.433025
5537,34.317104
5538,35.066116
5539,35.67516
5540,36.51691
5541,37.085213
5542,36.88615
5543,37.699078
5544,37.678143
5545,38.89031
5546,38.285564
5547,38.819576
5548,38.763477
5549,38.615913
5550,39.083115
5551,38.491825
5552,39.02244
5553,39.178654
5554,38.607174
5555,37.67597
5556,37.311787
5557,35.278057
5558,35.02178
5559,35.02895
5560,34.63496
5561,33.78703
5562,34.33865
5563,34.31384
5564,34.285595
5565,33.71361
5566,33.346336
5567,32.570248
5568,32.75339
5569,32.40443
5570,31.850153
5571,31.670929
5572,31.427647
5573,31.50866
5574,30.819803
5575,30.222607
5576,30.229221
5577,30.05256
5578,29.561932
5579,29.424858
5580,29.277567
5581,29.16483
5582,29.224417
5583,28.512962
5584,28.495445
5585,28.201849
5586,27.746746
5587,27.658516
5588,27.269768
5589,27.1614
5590,26.83049
5591,26.779427
5592,26.536015
5593,26.450268
5594,26.21855
5595,25.89098
5596,25.736414
5597,25.511597
5598,25.300522
5599,25.393387
5600,25.178886
5601,25.019741
5602,24.86073
5603,24.850388
5604,24.988396
5605,24.858234
5606,24.706217
5607,24.502956
5608,24.682875
5609,24.335732
5610,24.45095
5611,24.112413
5612,23.9202
5613,23.950806
5614,24.037243
5615,24.156498
5616,23.898396
5617,25.229694
5618,24.917177
5619,24.80896
5620,24.833683
5621,24.889463
5622,25.069958
5623,25.364159
5624,25.481236
5625,25.212723
5626,24.342947
5627,23.712627
5628,23.151138
5629,22.481579
5630,21.990995
5631,21.553356
5632,21.423374
5633,21.235205
5634,21.292162
5635,21.019104
5636,21.199495
5637,20.833168
5638,21.197912
5639,21.042253
5640,21.03417
5641,21.247633
5642,20.9456
5643,21.044239
5644,21.545551
5645,21.028324
5646,20.975761
5647,21.025965
5648,21.017023
5649,21.041157
5650,21.52967
5651,21.192732
5652,21.216457
5653,21.087597
5654,21.1021
5655,21.02729
5656,21.386503
5657,21.432455
5658,21.55735
5659,21.464825
5660,21.427954
5661,21.478065
5662,21.547314
5663,21.80014
5664,21.425549
5665,21.705172
5666,21.426449
5667,21.503452
5668,21.808105
5669,21.845888
5670,21.9757
5671,22.146313
5672,22.350517
5673,22.611858
5674,22.856634
5675,23.313667
5676,23.504732
5677,23.789848
5678,23.980667
5679,24.397045
5680,24.834919
5681,25.27811
5682,25.9103
5683,26.19749
5684,26.643108
5685,26.69781
5686,26.71439
5687,26.986858
5688,27.107101
5689,26.79917
5690,26.548536
5691,26.555271
5692,26.483992
5693,26.232756
5694,26.169214
5695,25.987858
5696,25.814922
5697,25.593304
5698,25.391724
5699,25.318924
5700,25.115694
5701,24.683681
5702,24.422806
5703,24.2036
5704,23.854979
5705,23.680908
5706,23.734814
5707,23.839327
5708,24.148348
5709,24.376186
5710,24.585049
5711,24.857393
5712,24.82401
5713,24.705933
5714,24.955254
5715,25.055992
5716,25.169516
5717,25.169426
5718,25.565186
5719,25.478687
5720,25.553102
5721,25.293728
5722,24.763653
5723,24.983389
5724,24.965488
5725,25.044876
5726,24.881237
5727,25.157253
5728,25.148628
5729,25.072586
5730,25.032385
5731,25.222328
5732,25.1892
5733,25.320765
5734,24.724932
5735,25.392921
5736,25.179657
5737,24.86195
5738,24.676865
5739,24.949478
5740,24.76427
5741,24.82806
5742,24.860172
5743,24.79399
5744,24.89088
5745,24.93124
5746,24.597736
5747,24.588535
5748,24.488813
5749,24.979174
5750,24.738836
5751,24.417692
5752,24.433102
5753,24.45324
5754,24.967
5755,24.600012
5756,24.97439
5757,24.699032
5758,24.596382
5759,24.690203
5760,24.444345
5761,22.083515
5762,21.880774
5763,21.413618
5764,21.314714
5765,21.203407
5766,21.097937
5767,20.73933
5768,20.57014
5769,20.604889
5770,20.358356
5771,20.222763
5772,20.246952
5773,20.066107
5774,20.239998
5775,20.336237
5776,20.229584
5777,20.490955
5778,20.353752
5779,20.533663
5780,20.455742
5781,20.615261
5782,20.486202
5783,20.586279
5784,20.372305
5785,20.447304
5786,20.35814
5787,20.510475
5788,20.493645
5789,20.245876
5790,20.032883
5791,20.060083
5792,20.346573
5793,20.324547
5794,20.16989
5795,20.01289
5796,19.967014
5797,20.261852
5798,20.062172
5799,20.27958
5800,20.606852
5801,20.723392
5802,20.696018
5803,21.027836
5804,21.085846
5805,21.600124
5806,21.256044
5807,21.57788
5808,21.753353
5809,22.32928
5810,22.248375
5811,22.583563
5812,22.78442
5813,23.247482
5814,23.597095
5815,23.06609
5816,23.32742
5817,23.701511
5818,24.376375
5819,25.388025
5820,26.07455
5821,26.885927
5822,27.144812
5823,27.732344
5824,28.05332
5825,28.753815
5826,28.878773
5827,29.06374
5828,29.06388
5829,29.19157
5830,29.673744
5831,30.28873
5832,31.16817
5833,31.047161
5834,31.124805
5835,31.611593
5836,32.41754
5837,32.322712
5838,32.298786
5839,33.225826
5840,32.828976
5841,32.539867
5842,32.79961
5843,32.806606
5844,32.602825
5845,32.810246
5846,33.3738
5847,33.91702
5848,34.09193
5849,34.58698
5850,33.72307
5851,34.109142
5852,33.677414
5853,33.663757
5854,33.326843
5855,32.960835
5856,32.804737
5857,32.73032
5858,32.13396
5859,31.880365
5860,31.64267
5861,31.284477
5862,30.453373
5863,30.094915
5864,30.019257
5865,29.344566
5866,29.38272
5867,29.283772
5868,28.981846
5869,28.73037
5870,28.1402
5871,28.311508
5872,28.001442
5873,27.804508
5874,27.721361
5875,27.679604
5876,27.462006
5877,27.299597
5878,27.110977
5879,26.749138
5880,26.486763
5881,26.07978
5882,25.348879
5883,25.21352
5884,24.881594
5885,24.923874
5886,24.79978
5887,24.365702
5888,24.449867
5889,24.437595
5890,24.165972
5891,24.389172
5892,24.212719
5893,24.088951
5894,23.997906
5895,24.032402
5896,23.952852
5897,24.243032
5898,24.122135
5899,24.243914
5900,23.7928
5901,23.920391
5902,23.973785
5903,23.589167
5904,23.552002
5905,24.286808
5906,23.992964
5907,23.819511
5908,23.784475
5909,23.601646
5910,23.236595
5911,22.941072
5912,22.850739
5913,22.74619
5914,22.381046
5915,22.205917
5916,22.099089
5917,21.872635
5918,22.08225
5919,22.353855
5920,22.157248
5921,22.033552
5922,21.921528
5923,22.148254
5924,22.2482
5925,21.748772
5926,21.738762
5927,21.751335
5928,21.999928
5929,21.831789
5930,21.768353
5931,21.729383
5932,21.465876
5933,21.136433
5934,20.975418
5935,21.021574
5936,20.977016
5937,21.105476
5938,21.060356
5939,21.278694
5940,21.87205
5941,21.713463
5942,21.98275
5943,22.326859
5944,22.481133
5945,22.291245
5946,22.314459
5947,22.697575
5948,22.939678
5949,23.25261
5950,23.38483
5951,23.593552
5952,23.380672
5953,23.77795
5954,24.30932
5955,24.412914
5956,24.696653
5957,24.767693
5958,24.719774
5959,24.705448
5960,25.211712
5961,25.525406
5962,26.052279
5963,25.70496
5964,25.970081
5965,26.544027
5966,26.920784
5967,27.685026
5968,28.234558
5969,28.626957
5970,28.997795
5971,29.691776
5972,30.324713
5973,31.45924
5974,31.41844
5975,32.092716
5976,33.410717
5977,34.138805
5978,34.55574
5979,35.381714
5980,35.74449
5981,36.334553
5982,35.735493
5983,35.434338
5984,36.19808
5985,36.281418
5986,36.426476
5987,35.50985
5988,35.56148
5989,35.75617
5990,35.630825
5991,36.094055
5992,35.450138
5993,35.31105
5994,35.787018
5995,36.275154
5996,35.956978
5997,36.22771
5998,35.311466
5999,35.463512
6000,34.460987
6001,33.328327
6002,32.799473
6003,32.65251
6004,31.965687
6005,31.071396
6006,30.795784
6007,30.229614
6008,30.35674
6009,29.71474
6010,29.44414
6011,29.053135
6012,29.11274
6013,28.92845
6014,29.147625
6015,29.07802
6016,29.151585
6017,28.909237
6018,28.322195
6019,28.21764
6020,27.439058
6021,27.025814
6022,26.34124
6023,26.216072
6024,25.537502
6025,24.824047
6026,24.80603
6027,24.42463
6028,23.988232
6029,23.504675
6030,23.28025
6031,23.428223
6032,23.168503
6033,22.973026
6034,22.480495
6035,22.264582
6036,21.961443
6037,21.439104
6038,21.243298
6039,21.02248
6040,20.737875
6041,20.908985
6042,20.431925
6043,20.298817
6044,20.090717
6045,20.107613
6046,20.068727
6047,20.013863
6048,19.684055
6049,19.20644
6050,18.707567
6051,18.444431
6052,18.45183
6053,18.339447
6054,18.057112
6055,17.921087
6056,17.773773
6057,17.710732
6058,17.984482
6059,18.069653
6060,17.938969
6061,17.75671
6062,17.792583
6063,17.351532
6064,17.478027
6065,16.960026
6066,17.078796
6067,16.952747
6068,16.957478
6069,17.296867
6070,17.242313
6071,17.162882
6072,17.041483
6073,17.568434
6074,17.602037
6075,16.811153
6076,16.753376
6077,16.16355
6078,16.008766
6079,15.9979515
6080,16.20394
6081,16.242155
6082,16.606693
6083,16.639542
6084,16.438614
6085,16.535587
6086,17.205822
6087,17.212166
6088,17.347675
6089,17.368809
6090,17.667688
6091,17.947727
6092,18.416573
6093,18.997728
6094,19.874928
6095,20.708916
6096,21.097172
6097,21.54311
6098,22.394573
6099,22.986864
6100,23.747131
6101,24.950191
6102,25.725288
6103,26.837326
6104,28.338406
6105,28.688591
6106,29.662167
6107,30.610283
6108,30.978806
6109,31.285046
6110,30.990337
6111,31.446022
6112,31.569149
6113,32.0472
6114,33.124943
6115,33.68306
6116,34.445843
6117,35.50084
6118,35.457638
6119,36.544445
6120,36.077217
6121,36.52261
6122,36.582256
6123,37.47737
6124,37.14181
6125,36.09124
6126,36.095272
6127,35.770817
6128,35.782303
6129,34.81799
6130,33.624477
6131,32.73205
6132,32.75342
6133,32.40934
6134,31.564606
6135,32.450027
6136,32.03342
6137,32.007877
6138,31.82536
6139,31.725683
6140,32.282127
6141,31.5134
6142,31.344131
6143,31.791414
6144,31.388535
6145,31.59523
6146,31.485735
6147,30.79549
6148,31.012615
6149,31.328289
6150,30.065361
6151,30.253136
6152,30.82025
6153,29.921906
6154,29.574184
6155,29.479944
6156,29.08881
6157,28.638851
6158,28.439941
6159,27.786827
6160,27.531841
6161,26.74192
6162,26.48677
6163,25.58251
6164,26.282473
6165,26.077454
6166,25.11472
6167,24.657345
6168,24.489801
6169,24.414333
6170,24.214273
6171,24.089424
6172,24.128738
6173,23.92698
6174,23.649807
6175,23.3998
6176,23.350084
6177,23.68158
6178,22.913609
6179,22.906275
6180,22.727451
6181,22.651525
6182,22.231945
6183,21.999813
6184,22.043352
6185,22.29945
6186,22.339367
6187,22.065914
6188,21.489265
6189,21.919168
6190,21.18092
6191,20.872084
6192,20.77032
6193,20.208614
6194,19.409796
6195,19.008837
6196,18.811249
6197,19.11063
6198,18.990925
6199,19.325056
6200,19.5134
6201,19.836828
6202,20.216797
6203,20.606382
6204,19.81316
6205,19.423368
6206,19.202225
6207,19.29472
6208,19.032312
6209,18.726915
6210,18.569279
6211,18.734224
6212,18.95921
6213,18.762276
6214,18.580643
6215,18.33522
6216,18.63835
6217,18.529064
6218,18.437416
6219,18.428356
6220,18.48447
6221,18.216501
6222,18.279503
6223,18.110683
6224,18.200897
6225,17.957405
6226,18.338696
6227,18.006334
6228,17.837852
6229,18.204832
6230,18.535904
6231,18.910805
6232,19.228525
6233,19.194622
6234,19.402498
6235,19.548845
6236,20.024246
6237,20.57494
6238,20.754372
6239,21.000937
6240,21.468277
6241,21.61849
6242,22.07736
6243,22.730335
6244,22.928692
6245,23.411722
6246,24.071255
6247,24.39349
6248,24.57891
6249,26.077063
6250,27.188168
6251,26.938286
6252,27.463459
6253,27.66578
6254,29.142757
6255,29.572735
6256,30.090801
6257,29.966875
6258,29.725533
6259,30.199444
6260,29.88126
6261,30.283983
6262,31.082567
6263,30.745384
6264,30.917097
6265,30.993753
6266,31.404491
6267,31.870264
6268,31.82698
6269,32.417946
6270,31.489655
6271,33.727486
6272,33.22574
6273,32.79827
6274,34.437485
6275,31.915174
6276,32.55554
6277,32.72508
6278,32.59618
6279,32.594265
6280,32.834583
6281,32.096474
6282,33.495586
6283,32.77057
6284,32.665447
6285,32.23949
6286,32.59924
6287,32.384098
6288,31.06799
6289,32.16739
6290,32.913876
6291,32.654423
6292,31.879065
6293,32.232994
6294,31.741035
6295,31.556067
6296,31.40289
6297,31.20934
6298,30.564026
6299,29.926609
6300,30.983192
6301,30.58472
6302,28.773064
6303,28.649998
6304,28.22301
6305,27.699223
6306,27.296654
6307,26.926458
6308,26.738495
6309,26.549538
6310,26.533491
6311,25.895493
6312,25.624134
6313,25.167236
6314,25.902626
6315,24.759533
6316,23.880554
6317,24.897333
6318,25.68409
6319,24.53014
6320,23.867188
6321,24.2407
6322,24.649845
6323,24.142853
6324,24.455956
6325,23.518429
6326,23.021833
6327,23.362457
6328,22.493732
6329,22.575762
6330,22.542982
6331,22.367315
6332,22.118069
6333,21.815598
6334,21.649765
6335,21.62648
6336,21.491463
6337,21.181555
6338,20.65075
6339,20.540203
6340,20.35896
6341,20.143959
6342,20.477976
6343,20.319633
6344,19.967297
6345,19.624472
6346,19.616207
6347,19.360428
6348,19.275265
6349,19.112316
6350,19.300617
6351,18.832773
6352,18.872896
6353,18.42969
6354,18.722315
6355,18.71726
6356,18.607204
6357,18.180908
6358,18.281113
6359,18.715466
6360,18.215807
6361,18.072796
6362,18.127274
6363,18.238388
6364,18.452768
6365,18.27893
6366,17.85332
6367,17.487621
6368,17.713184
6369,17.718946
6370,17.594807
6371,17.614573
6372,17.770538
6373,18.216099
6374,18.485847
6375,18.475124
6376,18.548153
6377,18.699013
6378,19.241486
6379,19.60075
6380,19.697477
6381,20.077503
6382,20.539125
6383,20.411001
6384,20.671143
6385,21.047258
6386,21.514923
6387,21.416592
6388,22.36671
6389,24.201439
6390,25.821415
6391,27.62286
6392,28.077541
6393,28.77029
6394,29.804443
6395,30.28383
6396,31.967104
6397,32.777023
6398,33.81949
6399,34.86159
6400,35.482975
6401,35.654068
6402,35.627453
6403,38.90079
6404,37.760586
6405,38.64921
6406,38.486233
6407,37.504036
6408,39.255684
6409,39.568417
6410,40.014423
6411,40.94578
6412,39.570187
6413,39.212406
6414,37.950394
6415,37.106503
6416,37.106995
6417,37.606983
6418,36.305813
6419,37.24068
6420,35.99284
6421,35.500366
6422,35.892086
6423,35.92845
6424,35.825924
6425,35.46774
6426,34.791683
6427,35.51238
6428,34.61059
6429,35.265617
6430,33.662285
6431,34.2412
6432,33.744183
6433,33.350636
6434,33.266125
6435,32.6956
6436,31.993904
6437,31.642551
6438,32.114353
6439,31.992872
6440,31.766787
6441,31.522387
6442,31.538454
6443,32.195057
6444,31.154545
6445,30.963446
6446,30.827839
6447,30.61236
6448,30.504951
6449,29.826801
6450,30.325655
6451,29.2871
6452,28.432262
6453,28.09372
6454,27.68694
6455,27.019457
6456,27.153421
6457,26.95981
6458,26.94947
6459,25.947554
6460,26.02044
6461,25.181217
6462,25.788952
6463,25.168907
6464,25.002234
6465,24.784603
6466,24.712818
6467,24.281368
6468,24.122059
6469,23.35054
6470,24.097996
6471,23.334044
6472,24.170914
6473,23.231659
6474,23.281239
6475,23.25354
6476,22.963905
6477,23.590485
6478,23.087257
6479,22.905685
6480,22.925577
6481,23.598286
6482,23.579443
6483,23.2259
6484,22.289831
6485,22.342257
6486,21.897839
6487,21.375828
6488,21.864838
6489,20.900955
6490,21.35902
6491,20.995234
6492,20.530455
6493,20.391773
6494,19.720772
6495,20.083694
6496,20.122215
6497,19.861496
6498,19.478088
6499,19.658037
